nuB	nuF	tauB	tauF	ll
1.25447340566	2.77309194016	0.0713571848868	0.0985423666061	-4.17917870338e+224
3.84588153608	2.05919177867	0.0969441036309	0.0374026225902	-4.20210566135e+224
2.75361203219	2.45876889675	0.0506582953957	0.0782448191703	-4.17984798641e+224
3.70280891063	2.84762015247	0.0964159062094	0.0792021502116	-4.25333035487e+224
1.71138501609	2.33580572614	0.0401667829513	0.0884512515932	-4.15777972789e+224
3.85296403459	3.07134670123	0.0269279589325	0.0581834943465	-4.15449144401e+224
2.70389014187	3.24843250543	0.0275525624835	0.0421405487054	-4.12941972318e+224
3.60670068758	1.20221101569	0.0856327402121	0.0352187435348	-4.14413771307e+224
1.41201525897	1.44913762791	0.0725458463815	0.0404126164017	-4.08295385726e+224
2.2749726084	3.7534479705	0.0369991988447	0.0969162860518	-4.21747984433e+224
1.13372875956	1.50516078736	0.0550670134825	0.0470191882835	-4.06462740682e+224
3.67345235732	1.25218572292	0.0554812594604	0.033240770841	-4.11200550043e+224
1.12725980774	2.21292555036	0.0408497866352	0.0654638665105	-4.10921607902e+224
1.5288417061	2.15790350231	0.0708259981119	0.0394814573877	-4.11486658951e+224
2.1350406199	2.60877464922	0.0736865163536	0.0412409205317	-4.15597576548e+224
3.84369788114	2.28562759476	0.0326544526235	0.0532428532436	-4.13802088843e+224
2.76088536013	3.74145400765	0.0418932123473	0.0290934312866	-4.13346619501e+224
3.54570337221	1.66490253593	0.0335108327018	0.0256004281116	-4.09615777391e+224
2.76462865815	1.15192828953	0.0429659036764	0.033104923838	-4.08025427154e+224
1.44451179325	1.10166482694	0.0462192339986	0.0751045542723	-4.05028997948e+224
3.21847447866	3.95376440802	0.0321101425282	0.0500282957611	-4.15936566125e+224
1.55882855497	3.17553729739	0.0874364376302	0.054603047745	-4.16381714047e+224
1.09873599179	1.26767528312	0.0694147900089	0.0775543972484	-4.05896481663e+224
1.03100402392	2.07004767151	0.0789705515877	0.0336463158065	-4.06444444411e+224
1.21297995447	1.73984012531	0.0281310614351	0.0284285625552	-4.0571548305e+224
1.20532992347	2.74033067473	0.0439654481925	0.0729209575199	-4.13922502888e+224
1.67889292996	2.13796344006	0.097999848682	0.0268529572728	-4.12693415808e+224
3.41515529634	1.75015685447	0.0719905333361	0.0313989987203	-4.15289070582e+224
1.72299773592	2.2789317287	0.0290483544346	0.0701976588031	-4.13089531224e+224
3.48896615111	3.46224991688	0.0444277776531	0.0293099125834	-4.14336003353e+224
1.794362808	3.83344561687	0.0767779098667	0.0554718796176	-4.181564062e+224
2.47977288789	2.2047260051	0.0672251723011	0.0589113007306	-4.16518928211e+224
1.19373233422	1.94576512726	0.0317637164493	0.0641714442955	-4.09838101002e+224
2.30494216458	3.02593144378	0.0294194116399	0.0761603833764	-4.16866226418e+224
2.06140954979	3.3911870716	0.0292427527671	0.0563820553928	-4.14648609041e+224
2.05112473626	1.91112077541	0.0498851900164	0.0735949581422	-4.13896629084e+224
2.7503581813	1.03891671269	0.0328071397934	0.0566878113152	-4.05481702746e+224
3.46382683311	1.16733196492	0.0746736876786	0.0677288522635	-4.11803970475e+224
3.20574560227	3.95366095936	0.0601393594155	0.0562576949106	-4.20411401804e+224
1.08820843624	1.8024993732	0.0419385726636	0.0684489879299	-4.09172553271e+224
1.04810494371	1.97963290165	0.0275538245163	0.0447052119004	-4.07315018703e+224
3.15673619259	3.88069858471	0.0658975988416	0.0358217458174	-4.18123409649e+224
1.79003848495	1.43569898117	0.0502220731335	0.0436644538451	-4.08834443895e+224
1.81427313703	1.61376072472	0.0552563140295	0.0796288704022	-4.12089678698e+224
2.97158754366	2.0223610907	0.0272436319768	0.0535475985378	-4.1174107314e+224
